loan_id,customer_id,loan_type,loan_amount,interest_rate,loan_start_date,loan_end_date,loan_status
LN700384,CUST100564,Home Loan,267612.29,0.0,21.12.2023,2025-12-21,Defaulted
LN700846,CUST102696,auto loan,39284.9,7.79,2016-04-07,07/04/2025,Closed
LN700110,CUST101887,Mortgage,387522.44,6.38,07-Apr-2023,07/04/2038,Paid Off
LN700924,CUST100837,STUDENT LOAN,16510.11,2.47,14-Jan-2015,14.01.2018,Active
LN700658,CUST102378,Car Loan,8520.67,11.54,20/04/2016,04-20-2035,Active
LN700919,CUST101342,personal loan,22648.97,11.98,12.04.2012,2034-04-12,Defaulted
LN700935,CUST100601,STUDENT LOAN,17092.3,4.83,22-Sep-2014,2021-09-22,Paid Off
LN700784,CUST102637,Car Loan,28280.87,5.96,04.03.2021,04/03/2033,Active
LN700538,CUST102997,Home Loan,214359.84,4.76,04-Jun-2020,2040-06-04,Closed
LN700874,CUST100318,STUDENT LOAN,14910.94,6.07,10-26-2010,2023-10-26,Paid Off
LN700785,CUST100004,personal loan,11487.07,5.79,25.08.2022,25/08/2030,Closed
LN700138,CUST103050,STUDENT LOAN,21434.44,3.36,26.04.2015,2016-04-26,Active
LN700437,CUST101398,auto loan,27894.41,4.28,25/09/2013,25.09.2023,Active
LN701228,CUST102304,STUDENT LOAN,15859.88,5.36,2022-01-13,2040-01-13,Closed
LN700627,CUST101844,Personal,6148.58,8.39,29/04/2023,2028-04-29,Defaulted
LN700083,CUST100479,student loan,34126.52,3.95,19-Aug-2011,19-Aug-2022,Active
LN700016,CUST100757,Car Loan,23013.83,10.25,22.01.2010,22/01/2019,Paid Off
LN700010,CUST100617,Personal,24628.79,8.0,2014-08-25,25/08/2017,Active
LN700604,CUST100352,mortgage,184377.96,3.45,19.09.2016,19.09.2029,Paid Off
LN700043,CUST102357,Student Loan,48646.72,3.18,06-30-2010,2023-06-30,Closed
LN700835,CUST102458,PERSONAL LOAN,18995.97,15.17,08-12-2022,12.08.2040,Active
LN700393,CUST102175,Personal,10157.35,17.91,2012-02-11,11.02.2035,Defaulted
LN700267,CUST101326,PERSONAL LOAN,5190.29,12.3,02-15-2020,02-15-2025,Paid Off
LN700015,CUST101641,Auto Loan,8337.91,8.0,08-Jan-2011,08-Jan-2032,Paid Off
LN701152,CUST100698,Personal,15353.1,17.84,09.04.2018,09.04.2040,Paid Off
LN700581,CUST101626,Personal,14333.16,12.55,27.11.2016,27/11/2039,Defaulted
LN701214,CUST100290,Home Loan,216230.92,5.9,2017-08-24,24.08.2021,Defaulted
LN700725,CUST101810,Home Loan,135088.95,2.95,02.06.2022,02-Jun-2040,Closed
LN700097,CUST100706,Home Loan,248860.17,5.19,03-03-2022,03-Mar-2028,
LN700525,CUST100728,auto loan,29668.23,99.9,04.07.2018,04-Jul-2024,Closed
LN700617,CUST101665,auto loan,12871.03,5.16,24-Jan-2012,24/01/2033,Active
LN700763,CUST101754,student loan,27888.51,4.85,20/04/2014,20/04/2033,Defaulted
LN700075,CUST100846,Personal Loan,13992.51,15.59,02-19-2020,19-Feb-2033,Defaulted
LN700178,CUST102768,PERSONAL LOAN,5392.22,14.16,2020-08-27,27-Aug-2032,Paid Off
LN700048,CUST101839,Home Loan,159424.33,3.05,03-09-2021,09/03/2034,Paid Off
LN701033,CUST101257,student loan,41936.99,1.65,08-30-2019,30.08.2026,Defaulted
LN701016,CUST100266,STUDENT LOAN,16319.42,5.08,05/07/2015,05.07.2021,Closed
LN700050,CUST100526,MORTGAGE,103957.22,99.9,23-Nov-2019,2030-11-23,Closed
LN700153,CUST100576,Car Loan,23388.78,9.41,05-Apr-2015,05-Apr-2039,Closed
LN701086,CUST101925,Auto Loan,31740.91,45.0,09-30-2017,30.09.2034,Paid Off
LN700715,CUST100620,Home Loan,377723.76,5.14,04.01.2020,04.01.2039,Closed
LN700805,CUST101745,Auto Loan,8796.75,6.35,23/10/2013,23-Oct-2035,Paid Off
LN700282,CUST100879,Home Loan,311465.34,0.0,31.03.2014,03-31-2037,Defaulted
LN700099,CUST100856,AUTO LOAN,36473.64,6.13,09-01-2021,2024-09-01,Defaulted
LN700882,CUST101642,student loan,40087.24,6.24,06.08.2022,06.08.2032,Closed
LN701071,CUST102913,Mortgage,444535.74,2.66,13-Dec-2018,13/12/2036,Active
LN700356,CUST100522,PERSONAL LOAN,24308.09,13.19,25.02.2014,25/02/2035,Paid Off
LN700853,CUST100674,student loan,48951.74,2.35,19/07/2021,19-Jul-2040,Active
LN700217,CUST100355,auto loan,5643.06,7.98,24.07.2013,2022-07-24,Paid Off
LN701038,CUST102311,MORTGAGE,82818.72,45.0,20.03.2010,03-20-2025,Defaulted
LN701199,CUST101216,STUDENT LOAN,41565.37,4.09,02-07-2020,07/02/2040,Paid Off
LN700599,CUST100104,Student Loan,12680.0,0.0,11.01.2015,11-Jan-2017,Active
LN701012,CUST100225,Personal Loan,21017.34,13.7,2011-08-30,30-Aug-2036,Active
LN700378,CUST102019,PERSONAL LOAN,23576.34,7.13,23-May-2014,05-23-2031,Active
LN700080,CUST101399,mortgage,420721.91,4.71,2010-06-27,27/06/2032,Defaulted
LN700614,CUST102848,Mortgage,187698.49,3.97,10-17-2022,10-17-2037,Paid Off
LN701240,CUST101190,MORTGAGE,348325.44,3.76,03.04.2019,03/04/2040,Active
LN700630,CUST102544,STUDENT LOAN,52296.04,1.71,22-Sep-2014,22.09.2034,Defaulted
LN700315,CUST102262,Personal,12357.39,17.86,03-29-2023,29.03.2024,Closed
LN700936,CUST102093,STUDENT LOAN,18769.23,3.22,11-Jun-2013,11/06/2031,Defaulted
LN700976,CUST101558,STUDENT LOAN,55519.99,1.62,01-19-2022,19.01.2029,Paid Off
LN700061,CUST100214,MORTGAGE,171065.93,3.0,23.04.2012,23/04/2032,Paid Off
LN700655,CUST102689,auto loan,27310.58,11.09,14-Sep-2021,2035-09-14,Paid Off
LN700565,CUST101545,auto loan,6210.46,99.9,04-12-2016,12-Apr-2028,Paid Off
LN701113,CUST100136,MORTGAGE,243919.83,4.26,29-Sep-2010,29-Sep-2018,Closed
LN700474,CUST101018,Mortgage,204912.89,3.68,04-Jun-2014,2022-06-04,
LN700396,CUST102669,AUTO LOAN,17576.72,6.86,15/04/2015,15.04.2040,Defaulted
LN700534,CUST100123,Auto Loan,8095.57,5.29,03-19-2017,03-19-2020,Defaulted
LN701089,CUST102985,AUTO LOAN,25630.72,8.47,01-17-2020,17/01/2030,Defaulted
LN701188,CUST100087,Personal,10233.88,5.86,21-Jun-2020,2028-06-21,Paid Off
LN700346,CUST101258,PERSONAL LOAN,21732.72,6.74,12/12/2012,12/12/2014,
LN700650,CUST102611,personal loan,24720.55,15.83,2018-09-22,09-22-2026,
LN701018,CUST102530,Auto Loan,12248.33,9.55,18.12.2014,2028-12-18,Defaulted
LN700849,CUST102216,personal loan,20012.29,12.26,04-26-2017,26.04.2021,Closed
LN700907,CUST102971,Home Loan,408098.24,5.56,12-07-2019,2040-12-07,Defaulted
LN700626,CUST100733,STUDENT LOAN,35526.98,1.77,05-14-2012,14/05/2030,Defaulted
LN700445,CUST102656,student loan,59780.46,2.43,25.09.2015,25/09/2037,Closed
LN700510,CUST100983,Student Loan,42099.14,4.36,09-04-2020,04.09.2040,Closed
LN700516,CUST102647,MORTGAGE,374836.55,5.27,2017-11-28,11-28-2040,Closed
LN700300,CUST101527,STUDENT LOAN,11787.23,5.3,14-May-2018,05-14-2040,Active
LN701155,CUST100676,Auto Loan,35529.83,5.47,28/05/2020,2037-05-28,Paid Off
LN700765,CUST102648,Mortgage,178080.69,4.07,2017-01-07,07/01/2039,Paid Off
LN700573,CUST103034,Personal Loan,6879.99,7.53,02-06-2017,2026-02-06,Paid Off
LN700957,CUST100569,auto loan,13880.65,5.07,22.02.2020,2038-02-22,Defaulted
LN700473,CUST100073,Auto Loan,18056.41,10.49,08/08/2018,08-Aug-2030,Active
LN701247,CUST102854,Personal Loan,11743.41,14.77,08-17-2015,17/08/2024,Defaulted
LN700517,CUST102783,PERSONAL LOAN,13372.1,10.77,2013-06-23,23.06.2025,Paid Off
LN700744,CUST101619,auto loan,6194.67,8.26,11/12/2021,11.12.2040,Closed
LN700296,CUST100257,Personal Loan,19417.72,8.87,15/01/2018,15/01/2021,Paid Off
LN700121,CUST102859,auto loan,39689.83,10.35,05-Apr-2022,05-Apr-2027,Defaulted
LN701136,CUST101311,MORTGAGE,386796.5,5.54,2022-11-22,2030-11-22,Defaulted
LN701164,CUST103073,AUTO LOAN,31746.14,10.12,2020-10-24,10-24-2024,Closed
LN701052,CUST101988,MORTGAGE,194409.29,3.09,08/03/2015,2025-03-08,Closed
LN700898,CUST101718,Home Loan,218700.91,3.62,2014-04-19,19.04.2036,Active
LN700988,CUST100300,student loan,20972.18,5.23,09-03-2018,09-03-2031,Paid Off
LN700881,CUST103105,STUDENT LOAN,42446.2,2.28,30.05.2022,05-30-2032,Closed
LN700589,CUST102891,Mortgage,442526.92,4.49,15.04.2018,15.04.2019,Closed
LN700260,CUST100647,student loan,59084.43,3.08,07/12/2015,07/12/2025,Closed
LN701014,CUST101502,Auto Loan,5233.81,4.72,26-Feb-2017,26/02/2038,
LN700011,CUST102613,auto loan,4706.31,6.18,03/03/2022,2032-03-03,Closed
LN700811,CUST100417,student loan,53629.21,6.3,17/03/2010,2011-03-17,Paid Off
LN700222,CUST102144,Mortgage,252703.24,4.05,22.03.2022,2025-03-22,Paid Off
LN701015,CUST101456,Auto Loan,8915.59,4.31,03.11.2018,03/11/2020,Closed
LN701002,CUST102035,Home Loan,407151.16,4.96,06-10-2017,10-Jun-2031,Closed
LN700514,CUST102998,Home Loan,339271.79,3.86,2022-12-28,12-28-2040,Closed
LN700928,CUST101434,auto loan,20058.56,9.41,26/07/2019,26-Jul-2029,Paid Off
LN700585,CUST103121,AUTO LOAN,38365.76,9.69,22/09/2013,22.09.2015,Active
LN700278,CUST100895,student loan,51592.51,4.99,29.10.2017,2026-10-29,Active
LN700477,CUST100242,student loan,11240.07,5.75,11-07-2012,2021-11-07,Active
LN701208,CUST101620,auto loan,9899.72,11.29,03-Mar-2010,03-03-2017,Closed
LN701019,CUST102634,Car Loan,30787.36,9.14,17.11.2022,17/11/2040,Closed
LN700089,CUST101495,AUTO LOAN,32537.55,10.21,25.10.2011,25/10/2018,Defaulted
LN700920,CUST100185,Mortgage,404311.46,4.76,08/06/2017,2018-06-08,Closed
LN700769,CUST102865,Student Loan,25162.19,2.53,2018-07-03,03/07/2026,Defaulted
LN700014,CUST102842,mortgage,271191.92,3.15,07/09/2017,07.09.2034,Defaulted
LN700953,CUST100531,mortgage,425322.57,5.35,03-20-2010,2018-03-20,Closed
LN700468,CUST102794,MORTGAGE,318320.87,5.03,21.12.2010,21.12.2018,Paid Off
LN700187,CUST102058,student loan,38455.29,2.89,30/10/2022,2024-10-30,Active
LN700905,CUST103119,mortgage,195923.34,3.13,2022-07-15,2027-07-15,Paid Off
LN700528,CUST102562,STUDENT LOAN,19224.77,5.9,16/06/2016,06-16-2027,Closed
LN700184,CUST100245,STUDENT LOAN,52864.1,3.75,25.12.2019,2027-12-25,Defaulted
LN701003,CUST102805,MORTGAGE,270589.23,5.55,2010-01-08,08/01/2029,Closed
LN700950,CUST100192,Personal Loan,19284.37,7.8,13.06.2017,13.06.2018,Paid Off
LN701195,CUST102318,STUDENT LOAN,33367.62,2.46,23-Apr-2015,04-23-2027,Closed
LN700051,CUST100760,student loan,42470.37,2.72,11-21-2011,2019-11-21,Defaulted
LN700505,CUST100188,Mortgage,152216.49,4.31,03-Feb-2011,03.02.2022,Paid Off
LN700728,CUST102866,MORTGAGE,408286.79,4.88,11-17-2019,17.11.2034,Defaulted
LN700372,CUST102303,auto loan,39815.86,6.88,2010-05-29,29/05/2016,Paid Off
LN700210,CUST102275,STUDENT LOAN,26829.63,5.22,28.09.2015,2028-09-28,Paid Off
LN701084,CUST100050,MORTGAGE,336542.62,3.31,09/10/2023,09-Oct-2039,Paid Off
LN700550,CUST100834,mortgage,292525.61,2.63,2014-02-17,02-17-2024,Paid Off
LN700619,CUST100724,mortgage,285876.47,5.82,2016-06-08,06-08-2026,Paid Off
LN700962,CUST102787,Home Loan,343284.82,5.66,04.12.2010,12-04-2016,Defaulted
LN700972,CUST100130,AUTO LOAN,8248.44,11.99,02.01.2010,02.01.2011,Defaulted
LN700092,CUST101935,Home Loan,158241.11,3.96,05-02-2022,2024-05-02,Closed
LN700336,CUST102640,MORTGAGE,228747.89,5.21,2021-10-23,23/10/2024,Defaulted
LN700991,CUST102467,STUDENT LOAN,42831.26,5.01,01-18-2011,18.01.2013,Closed
LN701080,CUST102980,mortgage,293703.56,2.89,28-Jun-2017,28/06/2031,
LN700967,CUST100335,STUDENT LOAN,19604.8,5.23,02/04/2014,04-02-2020,Paid Off
LN700323,CUST100775,STUDENT LOAN,48135.31,6.66,2023-10-14,2024-10-14,Paid Off
LN700139,CUST102538,Home Loan,285669.58,6.38,29/03/2014,29-Mar-2015,Closed
LN700847,CUST101800,Auto Loan,28394.27,10.93,04-Jan-2015,04-Jan-2017,Defaulted
LN700863,CUST100663,mortgage,344984.44,5.98,01/05/2010,01/05/2027,Active
LN700456,CUST102108,Auto Loan,29437.73,9.26,15-Feb-2019,15.02.2025,Paid Off
LN701050,CUST100437,STUDENT LOAN,32337.25,2.29,10-20-2021,20/10/2037,Active
LN700376,CUST102836,student loan,42385.88,2.89,28/11/2013,11-28-2034,
LN700797,CUST101741,PERSONAL LOAN,18443.89,11.5,05.05.2021,05-05-2023,Closed
LN700399,CUST101432,MORTGAGE,228636.05,6.35,10-Jan-2018,10/01/2026,Closed
LN700601,CUST102209,Car Loan,10890.27,5.47,04/07/2019,04-Jul-2020,Active
LN700947,CUST100061,Car Loan,30490.18,7.64,10-18-2020,10-18-2030,Closed
LN700647,CUST101134,PERSONAL LOAN,23055.26,12.35,2021-09-09,09/09/2029,Paid Off
LN701131,CUST101921,Mortgage,352225.67,4.66,11/12/2021,11-Dec-2040,Paid Off
LN700921,CUST101063,Student Loan,15965.82,4.07,27-Nov-2018,11-27-2040,Paid Off
LN700993,CUST100314,auto loan,33399.83,10.41,18-Aug-2023,18/08/2038,Paid Off
LN700612,CUST102818,student loan,37914.53,2.62,10.02.2011,2020-02-10,Paid Off
LN700218,CUST101232,Auto Loan,28088.07,10.53,30.03.2013,30-Mar-2021,Defaulted
LN700702,CUST102546,Home Loan,325448.12,5.66,2015-04-05,04-05-2028,Defaulted
LN700213,CUST102439,Personal,3399.6,17.0,24-Mar-2017,2037-03-24,Closed
LN700912,CUST101952,PERSONAL LOAN,13642.43,7.69,24-Oct-2018,24-Oct-2038,Defaulted
LN700424,CUST102642,Car Loan,3304.05,10.15,2023-12-04,12-04-2036,
LN700249,CUST102423,Mortgage,144758.21,4.68,01/01/2023,01.01.2036,Active
LN700122,CUST102915,PERSONAL LOAN,23835.3,17.18,09/02/2019,2040-02-09,Active
LN700893,CUST102731,STUDENT LOAN,31798.35,4.67,23-Jul-2023,07-23-2029,Active
LN700547,CUST102792,student loan,43237.69,2.91,05-05-2013,05/05/2022,Paid Off
LN700127,CUST101218,Student Loan,34991.05,6.4,12-28-2012,28-Dec-2015,Closed
LN700250,CUST100917,mortgage,160532.95,4.38,28/09/2017,2040-09-28,Active
LN700944,CUST101825,AUTO LOAN,35784.26,8.24,02/08/2013,08-02-2034,Defaulted
LN701047,CUST100556,Car Loan,9897.68,6.75,06.02.2023,06.02.2040,Active
LN700683,CUST102150,MORTGAGE,103435.64,2.98,24.08.2011,24/08/2025,Active
LN701102,CUST101093,STUDENT LOAN,53467.79,2.75,15-Jun-2010,15.06.2020,Active
LN700760,CUST102711,Mortgage,449777.58,5.9,29.06.2021,29/06/2040,
LN700999,CUST101651,mortgage,267480.06,4.61,26/01/2017,26.01.2040,Active
LN700956,CUST102301,STUDENT LOAN,46091.83,4.02,01-24-2019,24/01/2040,Defaulted
LN700567,CUST102090,Mortgage,365102.45,4.06,2015-02-07,07-Feb-2022,Defaulted
LN701135,CUST102451,Car Loan,16079.94,6.98,18/10/2015,18.10.2021,Closed
LN700764,CUST102545,auto loan,35550.67,5.0,30/10/2012,10-30-2017,Active
LN700761,CUST101487,Home Loan,144543.54,2.84,11-Jul-2013,2038-07-11,Defaulted
LN700410,CUST100287,Personal Loan,13954.71,16.08,04-01-2019,01-Apr-2037,Closed
LN700007,CUST102510,student loan,32579.21,6.77,22.05.2017,22-May-2034,Closed
LN700994,CUST102398,Home Loan,384690.48,3.0,2022-08-16,08-16-2032,Paid Off
LN700383,CUST102193,Auto Loan,24614.11,9.54,01-23-2019,01-23-2034,Defaulted
LN700990,CUST103097,Car Loan,17371.41,7.44,07-15-2021,15-Jul-2040,Paid Off
LN700062,CUST101393,Student Loan,41516.6,2.28,26.09.2018,2029-09-26,Defaulted
LN700237,CUST101945,student loan,12287.62,2.46,2010-01-12,12.01.2018,Closed
LN700331,CUST100668,AUTO LOAN,10646.2,4.72,11-Dec-2012,11-Dec-2014,Closed
LN700809,CUST100520,personal loan,16664.74,8.38,11-20-2013,20/11/2014,Paid Off
LN701023,CUST102124,STUDENT LOAN,15233.47,6.01,15/07/2011,07-15-2032,Closed
LN700578,CUST100420,Car Loan,28449.76,10.83,29.03.2018,03-29-2040,Paid Off
LN700067,CUST100990,Home Loan,287897.07,5.44,2013-10-15,2018-10-15,Paid Off
LN700302,CUST100455,Mortgage,156454.83,4.24,08-18-2013,08-18-2015,Paid Off
LN700064,CUST102277,personal loan,2298.77,13.56,27.03.2016,2022-03-27,Paid Off
LN700632,CUST102498,personal loan,7243.61,7.98,28/04/2020,28/04/2040,Closed
LN700523,CUST101776,Auto Loan,7068.02,8.2,21.12.2020,12-21-2040,Defaulted
LN700998,CUST100640,Personal,9802.77,15.83,21-Mar-2015,21/03/2027,Active
LN700908,CUST100951,Car Loan,19939.14,9.97,04.10.2016,04-Oct-2020,Active
LN700432,CUST101205,Student Loan,53132.89,3.41,2017-08-04,08-04-2038,Paid Off
LN700056,CUST101624,Car Loan,18055.54,5.42,04/03/2015,2016-03-04,Closed
LN700555,CUST100054,student loan,29502.35,4.66,06-17-2013,06-17-2014,Defaulted
LN701219,CUST101939,STUDENT LOAN,24454.94,4.67,2011-05-06,2022-05-06,Defaulted
LN701110,CUST101835,personal loan,14535.25,14.12,11/03/2022,11/03/2032,Active
LN700981,CUST102255,student loan,45812.1,5.38,19.03.2020,19/03/2029,Closed
LN700009,CUST101248,STUDENT LOAN,12657.5,3.27,09-29-2011,2021-09-29,Active
LN700434,CUST102292,Car Loan,4475.35,45.0,23-May-2014,05-23-2032,
LN700540,CUST101996,MORTGAGE,326603.94,4.67,06-Sep-2023,09-06-2030,Paid Off
LN700819,CUST101048,Personal,6572.72,13.91,2023-10-09,10-09-2033,Active
LN700710,CUST102590,student loan,26673.67,4.12,15-Jan-2016,15.01.2022,Defaulted
LN700143,CUST102023,mortgage,355114.08,6.15,22/06/2013,22/06/2029,Closed
LN700531,CUST100714,Home Loan,158734.27,4.85,03/03/2018,03/03/2037,Closed
LN700923,CUST100143,Mortgage,323783.79,2.85,2010-08-09,09/08/2011,Active
LN700615,CUST100914,PERSONAL LOAN,10615.82,14.52,30.01.2016,2026-01-30,Paid Off
LN700624,CUST101598,Student Loan,47371.58,2.07,14-Aug-2016,2034-08-14,Defaulted
LN700670,CUST100278,Home Loan,148457.73,4.32,22/01/2023,01-22-2040,Closed
LN700365,CUST100161,student loan,36448.53,5.55,14-Oct-2011,14/10/2028,Active
LN700485,CUST101594,Car Loan,29952.81,10.72,22/01/2010,22-Jan-2012,Paid Off
LN700274,CUST100158,STUDENT LOAN,49167.37,6.07,04/11/2021,04-Nov-2040,Closed
LN700681,CUST101646,MORTGAGE,316065.31,5.43,06-13-2017,06-13-2040,Closed
LN700927,CUST100013,AUTO LOAN,20825.4,0.0,19.01.2023,01-19-2034,Closed
LN700338,CUST102450,Personal Loan,22822.05,7.14,2023-08-26,26-Aug-2037,Defaulted
LN700360,CUST102328,Car Loan,17853.57,9.23,08-24-2014,08-24-2030,Closed
LN700848,CUST102083,student loan,46185.58,2.14,04.01.2013,04.01.2021,Paid Off
LN700069,CUST101711,mortgage,315874.82,5.6,2023-10-06,2038-10-06,Defaulted
LN700266,CUST101729,Student Loan,14477.47,4.59,18.10.2014,10-18-2038,Defaulted
LN700120,CUST101717,auto loan,34565.0,5.2,14/12/2014,14-Dec-2027,Active
LN700801,CUST102350,personal loan,10722.8,8.48,01-11-2014,11.01.2027,Defaulted
LN700334,CUST101360,student loan,43953.5,4.3,2016-10-04,10-04-2029,Active
LN700712,CUST101270,Personal Loan,11938.05,14.36,01-05-2023,05.01.2034,Closed
LN700171,CUST101791,PERSONAL LOAN,22544.24,6.44,08/01/2019,2036-01-08,Paid Off
LN700292,CUST100962,mortgage,105014.62,2.95,09.09.2023,09/09/2028,
LN700479,CUST101539,STUDENT LOAN,43565.66,45.0,2011-05-19,19/05/2012,
LN701056,CUST102911,personal loan,1805.91,9.78,16-Jan-2012,01-16-2031,Paid Off
LN701037,CUST100904,Student Loan,21074.71,6.42,10-Oct-2013,10-10-2022,Paid Off
LN700775,CUST101323,student loan,50732.86,4.66,30-Jan-2014,01-30-2026,Paid Off
LN701157,CUST100106,student loan,49240.84,2.04,06-Oct-2022,06-Oct-2040,Paid Off
LN700762,CUST100763,Personal Loan,3347.69,17.28,09-26-2022,09-26-2040,Active
LN700932,CUST101078,STUDENT LOAN,59099.65,2.41,07-21-2012,07-21-2017,Active
LN700142,CUST102984,Home Loan,157197.42,3.27,2022-12-10,10/12/2040,Closed
LN700740,CUST101977,Mortgage,377118.37,4.28,30.04.2022,04-30-2028,Paid Off
LN700145,CUST100671,PERSONAL LOAN,20912.73,45.0,05-27-2011,2035-05-27,Paid Off
LN701104,CUST100501,Car Loan,15636.71,10.58,14-Jun-2015,06-14-2040,
LN701212,CUST100873,Mortgage,230463.38,5.14,2021-02-01,01-Feb-2031,Defaulted
LN700341,CUST102625,MORTGAGE,346827.38,6.45,2016-07-30,07-30-2036,Closed
LN701165,CUST101679,PERSONAL LOAN,6823.15,12.2,27/07/2018,27.07.2040,Defaulted
LN700838,CUST100642,Mortgage,190501.69,3.04,2019-04-10,2029-04-10,Paid Off
LN700148,CUST102238,Personal,3289.53,9.17,01.07.2013,2036-07-01,Defaulted
LN700008,CUST100381,Car Loan,25770.05,9.47,01/02/2011,02-01-2024,Paid Off
LN700903,CUST101888,Personal Loan,3847.16,5.87,04-13-2020,13/04/2030,Active
LN701175,CUST101667,MORTGAGE,210513.25,5.41,06.08.2018,06/08/2027,Defaulted
LN700774,CUST101659,Personal Loan,14535.22,17.19,20/12/2018,20.12.2029,Active
LN700133,CUST101356,Personal,1401.92,7.28,27.12.2021,12-27-2031,Defaulted
LN700583,CUST103026,Auto Loan,36780.66,6.87,02-10-2019,10-Feb-2040,Closed
LN700101,CUST101226,auto loan,13329.62,8.63,06-Jul-2023,2029-07-06,Active
LN701246,CUST101518,Personal,21081.92,6.16,11-19-2013,11-19-2015,Closed
LN700312,CUST100844,STUDENT LOAN,26201.07,6.81,27/08/2023,2032-08-27,Defaulted
LN700959,CUST101238,AUTO LOAN,28681.87,9.7,01-28-2021,01-28-2028,Closed
LN700017,CUST102559,PERSONAL LOAN,5295.71,14.59,2011-02-09,09.02.2027,Paid Off
LN700352,CUST102991,Student Loan,29676.96,6.09,10/03/2013,10/03/2035,Active
LN700590,CUST101848,Mortgage,105355.55,3.4,06.11.2017,11-06-2040,Closed
LN700056,CUST101624,Car Loan,18055.54,5.42,04/03/2015,2016-03-04,Closed
LN700489,CUST101505,Mortgage,91503.25,6.32,2014-02-23,23/02/2029,Defaulted
LN700119,CUST101273,STUDENT LOAN,53581.09,2.96,26.03.2015,26-Mar-2039,Closed
LN701239,CUST101294,Personal Loan,1910.21,9.87,04/12/2018,04-Dec-2037,Active
LN701178,CUST101918,Auto Loan,29003.44,4.07,05-24-2010,24-May-2011,Active
LN700367,CUST102426,auto loan,34865.33,45.0,27/04/2010,2027-04-27,Defaulted
LN700525,CUST100728,auto loan,29668.23,99.9,04.07.2018,04-Jul-2024,Closed
LN701231,CUST102722,AUTO LOAN,24973.18,9.4,2021-10-03,03-Oct-2028,Paid Off
LN700128,CUST100399,Home Loan,326244.93,5.58,2016-05-05,05.05.2030,Defaulted
LN700917,CUST100629,Mortgage,259441.63,4.03,16.07.2022,07-16-2039,Active
LN700200,CUST100364,Car Loan,15520.45,6.12,06-06-2015,2029-06-06,Active
LN701118,CUST102021,PERSONAL LOAN,23783.14,10.43,15.03.2011,03-15-2019,Active
LN700065,CUST101666,Auto Loan,30784.62,8.14,24-May-2019,24.05.2033,Active
LN700793,CUST100309,personal loan,1402.6,12.11,10-02-2021,02.10.2040,Defaulted
LN701171,CUST101114,Car Loan,25905.2,10.58,2013-03-14,14-Mar-2036,Paid Off
LN700729,CUST100431,PERSONAL LOAN,19975.51,8.71,2017-04-15,15-Apr-2038,Active
LN700925,CUST101853,mortgage,186303.5,2.5,2020-08-27,2023-08-27,Defaulted
LN700153,CUST100576,Car Loan,23388.78,9.41,05-Apr-2015,05-Apr-2039,Closed
LN700057,CUST101407,Personal Loan,11427.18,9.24,31-Oct-2014,31/10/2016,Defaulted
LN700317,CUST102195,Student Loan,37311.56,6.69,20.08.2019,08-20-2032,Defaulted
LN701095,CUST101475,student loan,53203.02,2.51,2010-02-24,24-Feb-2027,Paid Off
LN700054,CUST102581,Student Loan,15093.05,1.8,2020-06-29,29.06.2039,Closed
LN700536,CUST101372,AUTO LOAN,31002.66,4.62,04-12-2012,04-12-2014,Defaulted
LN701020,CUST101289,personal loan,14597.05,12.68,18/12/2023,18.12.2040,Defaulted
LN701211,CUST100003,Car Loan,27680.34,9.01,02.09.2019,02-Sep-2040,Closed
LN700359,CUST103004,PERSONAL LOAN,17375.04,6.8,05/05/2012,05-May-2015,Paid Off
LN700646,CUST103024,AUTO LOAN,32284.59,6.42,11.01.2022,11.01.2038,Active
LN700161,CUST102788,PERSONAL LOAN,6659.24,12.08,2016-08-20,2022-08-20,Defaulted
LN700553,CUST100994,Auto Loan,15132.31,7.24,02/04/2019,2023-04-02,Active
LN700462,CUST102929,MORTGAGE,404311.63,4.91,10-09-2010,2032-10-09,Defaulted
LN701189,CUST102242,STUDENT LOAN,25950.16,2.01,01.06.2011,2032-06-01,Paid Off
LN701227,CUST102874,Auto Loan,26764.42,7.48,06-20-2017,06-20-2027,Paid Off
LN700415,CUST101439,personal loan,2369.04,9.15,03/04/2018,03-Apr-2024,
LN701179,CUST100144,Personal,17197.33,-3.5,02-13-2020,2026-02-13,Active
LN700844,CUST101067,PERSONAL LOAN,13619.63,15.48,24.02.2017,24.02.2035,Paid Off
LN700265,CUST101953,PERSONAL LOAN,11147.83,10.9,28.11.2016,11-28-2026,Paid Off
LN701167,CUST102146,Mortgage,88482.12,4.31,2021-04-01,01.04.2028,Defaulted
LN700173,CUST102204,student loan,9265.28,5.42,12-19-2021,19-Dec-2037,Closed
LN700637,CUST101391,STUDENT LOAN,32387.52,4.74,14-Apr-2011,14.04.2034,Defaulted
LN700454,CUST102803,Car Loan,16107.9,5.18,02/05/2012,02/05/2019,Paid Off
LN700546,CUST102380,PERSONAL LOAN,5295.16,12.23,10-Mar-2011,10-Mar-2031,Paid Off
LN701081,CUST101045,MORTGAGE,348176.57,5.6,2013-06-11,11.06.2032,
LN700030,CUST101802,Student Loan,47131.69,4.05,11-Nov-2017,11.11.2020,
LN700411,CUST101423,Student Loan,48065.36,5.54,11-Dec-2020,11-Dec-2029,Paid Off
LN700690,CUST100979,Personal Loan,1771.03,17.71,2023-10-16,2040-10-16,Active
