complaint_id,customer_id,complaint_date,complaint_category,complaint_status,resolution_days,branch_id
CMP900830,CUST100389,08/07/2024,Fees & Charges,Open,14,BR1000
CMP900848,CUST100016,16/03/2025,Customer Service,Resolved,40,BR1013
CMP900365,CUST102048,09/03/2024,Loan Issue,Escalated,24,BR1030
CMP900931,CUST100205,01-26-2026,Account Closure,Open,14,BR1016
CMP900739,CUST101127,29/09/2025,Online Banking,Open,39,BR1005
CMP900371,CUST102399,18/07/2025,Card Issue,Escalated,34,BR1003
CMP900308,CUST100761,14-Nov-2019,Account Closure,Resolved,26,BR1020
CMP900561,CUST102204,05.01.2024,Customer Service,Escalated,9,BR1010
CMP900193,CUST102607,2023-07-26,Mis-selling,Open,43,BR1008
CMP900095,CUST101186,10/10/2026,Card Issue,In Progress,24,BR1009
CMP900646,CUST101618,10-06-2023,Fraud,Open,13,BR1027
CMP900948,CUST102253,26-Jan-2023,Account Closure,In Progress,33,BR1029
CMP900928,CUST102293,2022-04-09,Loan Issue,Resolved,-9,BR1001
CMP900299,CUST101550,19.01.2024,Mis-selling,In Progress,33,BR1008
CMP900692,CUST103097,01-29-2023,Fraud,Open,33,BR1021
CMP900188,CUST100354,10.08.2021,Loan Issue,Escalated,41,BR1024
CMP900303,CUST102692,10.11.2026,Fraud,Escalated,40,BR1014
CMP900742,CUST101848,04-Sep-2024,Fraud,In Progress,8,BR1009
CMP900369,CUST103034,02.04.2026,Customer Service,Resolved,21,BR1005
CMP900801,CUST100043,2019-11-10,Loan Issue,Resolved,25,BR1022
CMP900924,CUST100336,23.10.2019,Customer Service,In Progress,41,BR1027
CMP900683,CUST103061,2026-06-30,Online Banking,Resolved,1,BR1009
CMP900265,CUST100828,17/12/2023,Fees & Charges,Escalated,30,BR1014
CMP900312,CUST100571,25.01.2023,Fees & Charges,In Progress,20,BR1012
CMP900631,CUST102402,29-Apr-2026,Card Issue,In Progress,21,BR1030
CMP900505,CUST101920,06-06-2022,Customer Service,In Progress,38,BR1022
CMP900906,CUST102161,08/03/2023,Loan Issue,Resolved,18,BR1000
CMP900464,CUST101524,09-Sep-2023,Card Issue,Resolved,41,BR1031
CMP900450,CUST102029,19/04/2026,Mis-selling,Resolved,11,BR1017
CMP900305,CUST102185,2025-03-12,,Escalated,22,BR1011
CMP900414,CUST101641,2021-04-15,Customer Service,Open,21,BR1028
CMP900457,CUST100038,17-Dec-2021,,In Progress,31,BR1011
CMP900259,CUST100384,06-18-2022,Online Banking,Resolved,18,BR1025
CMP900187,CUST102245,07/12/2023,Customer Service,Escalated,18,BR1008
CMP900548,CUST100757,24-Nov-2024,Online Banking,Escalated,44,BR1009
CMP900516,CUST100290,14-Jan-2026,Mis-selling,Escalated,43,BR1019
CMP900744,CUST100253,2026-03-13,Account Closure,Open,43,BR1031
CMP900440,CUST100356,07/02/2019,Fees & Charges,Resolved,29,BR1021
CMP900676,CUST100053,18-Apr-2023,Loan Issue,Open,3,BR1004
CMP900598,CUST100689,12-Aug-2022,Online Banking,In Progress,15,BR1026
CMP900205,CUST101259,29-Dec-2024,Card Issue,Resolved,-8,BR1006
CMP900944,CUST100148,04/04/2020,Fraud,Resolved,44,BR1024
CMP900119,CUST100935,06/01/2024,Account Closure,Open,31,BR1011
CMP900288,CUST101488,07-May-2019,Loan Issue,Resolved,34,BR1011
CMP900678,CUST102765,07/12/2025,Customer Service,In Progress,1,BR1009
CMP900675,CUST101665,15.07.2026,Fees & Charges,In Progress,31,BR1019
CMP900483,CUST100478,07-15-2026,Online Banking,Resolved,8,BR1001
CMP900815,CUST101321,22.08.2020,Fraud,Resolved,18,BR1027
CMP900564,CUST101769,2022-01-19,Account Closure,Open,14,BR1008
CMP900185,CUST102550,10/11/2022,Mis-selling,Open,8,BR1004
CMP900792,CUST102188,04-27-2023,Account Closure,In Progress,36,BR1022
CMP900771,CUST100265,11-17-2024,Loan Issue,Resolved,6,BR1019
CMP900236,CUST100991,2021-02-14,Mis-selling,Open,16,BR1023
CMP900428,CUST102102,16-Jul-2026,Mis-selling,Open,34,BR1031
CMP900717,CUST102811,18-Aug-2025,Account Closure,Open,35,BR1028
CMP900697,CUST102464,16/10/2026,Online Banking,Open,18,BR1005
CMP900323,CUST100683,2022-04-29,Customer Service,In Progress,35,BR1031
CMP900160,CUST101855,05-Dec-2019,Fraud,Escalated,36,BR1005
CMP900310,CUST101967,03-08-2020,Mis-selling,Open,25,BR1026
CMP900076,CUST102599,2023-10-10,Card Issue,Escalated,-7,BR1025
CMP900413,CUST101817,11/04/2023,Customer Service,Resolved,43,BR1015
CMP900620,CUST102164,13/06/2019,Fraud,Resolved,26,BR1030
CMP900295,CUST103073,28.01.2024,Fees & Charges,Escalated,25,BR1030
CMP900564,CUST101769,2022-01-19,Account Closure,Open,14,BR1008
CMP900884,CUST102604,11-12-2019,Mis-selling,Resolved,38,BR1025
CMP900911,CUST101685,14/09/2024,Loan Issue,Open,34,BR1010
CMP900243,CUST102007,05-14-2022,Fraud,Open,26,BR1018
CMP900707,CUST100275,05/03/2021,Card Issue,Open,3,BR1026
CMP900386,CUST103106,09-19-2023,Mis-selling,Open,23,BR1014
CMP900579,CUST102269,28/09/2024,Fees & Charges,Escalated,37,BR1011
CMP900756,CUST101648,08.02.2023,Customer Service,Open,44,BR1023
CMP900488,CUST101747,01-28-2022,Loan Issue,Escalated,16,BR1021
CMP900324,CUST100461,02-29-2020,Loan Issue,In Progress,13,BR1021
CMP900929,CUST100180,08.10.2021,Customer Service,In Progress,24,BR1026
CMP900507,CUST100946,17/04/2019,Fraud,Open,7,BR1006
CMP900244,CUST102104,23-Nov-2025,Customer Service,Escalated,40,BR1030
CMP900448,CUST102130,10-01-2023,,Open,13,BR1012
CMP900291,CUST102196,18.10.2021,Card Issue,Open,3,BR1003
CMP900794,CUST100545,2025-09-17,Fraud,Escalated,45,BR1005
CMP900420,CUST100785,26/09/2024,Loan Issue,Open,38,BR1012
CMP900597,CUST102196,02.12.2021,,In Progress,35,BR1002
CMP900584,CUST102909,26.08.2025,Mis-selling,Resolved,7,BR1009
CMP900016,CUST102785,10.07.2020,Account Closure,In Progress,15,BR1027
CMP900000,CUST102127,31.05.2023,Fees & Charges,Open,14,BR1004
CMP900469,CUST102713,06-08-2019,Account Closure,In Progress,9,BR1016
CMP900042,CUST103103,28/03/2025,Loan Issue,In Progress,5,BR1031
CMP900307,CUST102107,23.02.2021,Fraud,Open,13,BR1023
CMP900793,CUST102697,2019-01-13,Fraud,In Progress,33,BR1022
CMP900229,CUST102780,11-19-2020,Online Banking,In Progress,45,BR1027
CMP900105,CUST100628,12-May-2019,Card Issue,Open,41,BR1021
CMP900755,CUST100833,06.05.2023,Account Closure,In Progress,-4,BR1018
CMP900051,CUST100502,2026-01-28,Loan Issue,Escalated,41,BR1000
CMP900459,CUST103085,27-Mar-2024,Online Banking,In Progress,1,BR1015
CMP900785,CUST100045,2023-08-12,Loan Issue,In Progress,39,BR1015
CMP900913,CUST102848,18.11.2023,Mis-selling,Resolved,23,BR1021
CMP900273,CUST101390,02-13-2021,Mis-selling,Resolved,7,BR1015
CMP900274,CUST100108,2021-07-27,Loan Issue,Open,-7,BR1022
CMP900352,CUST102162,30/05/2025,Fees & Charges,In Progress,30,BR1008
CMP900445,CUST102457,12-Dec-2021,Mis-selling,Resolved,10,BR1031
CMP900629,CUST100272,29/05/2021,Account Closure,Open,17,BR1013
CMP900769,CUST100195,2026-02-13,Card Issue,Resolved,16,BR1028
CMP900873,CUST101572,2019-07-25,Fraud,Open,-2,BR1012
CMP900239,CUST100062,03-Dec-2023,Card Issue,In Progress,15,BR1026
CMP900691,CUST102057,07-Dec-2025,Online Banking,In Progress,1,BR1021
CMP900613,CUST102248,2026-01-28,,Open,22,BR1019
CMP900250,CUST102532,2023-09-18,Mis-selling,In Progress,13,BR1001
CMP900437,CUST101402,2026-12-19,Online Banking,Escalated,22,BR1006
CMP900636,CUST102836,17-Apr-2023,Fraud,Escalated,25,BR1018
CMP900939,CUST101299,17/08/2019,Account Closure,In Progress,25,BR1029
CMP900603,CUST102814,2019-08-08,Mis-selling,Open,-3,BR1025
CMP900215,CUST102210,16.11.2021,Fees & Charges,In Progress,31,BR1001
CMP900253,CUST100790,14/03/2021,Account Closure,Escalated,-8,BR1008
CMP900431,CUST101648,05-03-2024,Account Closure,Resolved,41,BR1013
CMP900853,CUST102009,26.02.2020,,Open,6,BR1031
CMP900521,CUST101898,15/05/2024,Account Closure,In Progress,1,BR1018
CMP900292,CUST102219,21.06.2024,Customer Service,Resolved,41,BR1005
CMP900856,CUST101791,02-14-2019,Account Closure,In Progress,13,BR1029
CMP900207,CUST102996,22-Feb-2022,Account Closure,Open,-9,BR1028
CMP900401,CUST101605,05.02.2019,Account Closure,In Progress,17,BR1003
CMP900370,CUST100642,02/11/2023,Loan Issue,Resolved,17,BR1027
CMP900917,CUST101774,12-Mar-2022,Account Closure,Escalated,27,BR1011
CMP900837,CUST102129,09-28-2026,Customer Service,Resolved,5,BR1022
CMP900149,CUST102468,28.07.2021,Mis-selling,Resolved,1,BR1028
CMP900712,CUST101297,22/03/2023,Account Closure,Escalated,8,BR1014
CMP900264,CUST100575,08.04.2020,Mis-selling,Open,13,BR1016
CMP900213,CUST100365,09-26-2021,Card Issue,Escalated,14,BR1031
CMP900804,CUST102769,20/11/2025,,Open,16,BR1004
CMP900110,CUST102685,2019-03-08,,Escalated,31,BR1007
CMP900127,CUST102407,19.10.2021,Fraud,Open,44,BR1030
CMP900897,CUST100493,26/01/2021,Online Banking,Resolved,15,BR1022
CMP900787,CUST102164,07-02-2023,Card Issue,Resolved,17,BR1011
CMP900658,CUST100568,27/12/2022,,Open,6,BR1031
CMP900161,CUST100988,16-Oct-2023,Fraud,Escalated,13,BR1024
CMP900872,CUST102017,24.11.2026,Online Banking,Escalated,22,BR1030
CMP900894,CUST100607,26.07.2020,,Open,2,BR1006
CMP900094,CUST102505,04-Jan-2026,Fees & Charges,Open,4,BR1031
CMP900703,CUST100206,06-02-2025,Card Issue,In Progress,15,BR1005
CMP900602,CUST100970,02/08/2023,Fees & Charges,Resolved,34,BR1021
CMP900006,CUST103009,10-25-2025,Fees & Charges,Resolved,16,BR1026
CMP900098,CUST100687,10.12.2020,Loan Issue,In Progress,38,BR1019
CMP900711,CUST101334,26/11/2021,Card Issue,In Progress,2,BR1005
CMP900304,CUST101722,2024-10-26,Fraud,Escalated,12,BR1029
CMP900729,CUST101815,25-Oct-2022,Account Closure,In Progress,12,BR1015
CMP900034,CUST102948,23/02/2019,Fees & Charges,Open,16,BR1019
CMP900392,CUST102408,11-May-2022,Loan Issue,In Progress,18,BR1016
CMP900492,CUST102066,04-Oct-2019,Account Closure,Open,41,BR1026
CMP900916,CUST101599,12-31-2022,Loan Issue,Open,-7,BR1003
CMP900681,CUST100428,08-12-2021,Card Issue,Escalated,-3,BR1018
CMP900656,CUST100109,04-Apr-2026,Fraud,Escalated,14,BR1021
CMP900077,CUST101615,26/08/2023,Mis-selling,In Progress,33,BR1022
CMP900472,CUST101758,29.10.2021,Card Issue,Escalated,11,BR1009
CMP900318,CUST100027,02-24-2019,Loan Issue,Resolved,41,BR1015
CMP900062,CUST100532,10-28-2025,Customer Service,Escalated,5,BR1022
CMP900816,CUST101244,29.10.2019,Fraud,Resolved,43,BR1005
CMP900101,CUST102877,05.03.2022,Fees & Charges,Open,7,BR1004
CMP900336,CUST100418,24-Feb-2023,Loan Issue,Escalated,1,BR1031
CMP900226,CUST100492,2025-05-08,Mis-selling,Open,19,BR1019
CMP900713,CUST101482,2025-05-25,Loan Issue,Open,31,BR1022
CMP900639,CUST101845,03-29-2021,Mis-selling,Open,15,BR1010
CMP900475,CUST100259,2023-06-17,Fraud,Resolved,9,BR1021
CMP900870,CUST102926,11-07-2024,,Open,45,BR1028
CMP900477,CUST100196,07-15-2022,Fees & Charges,Resolved,21,BR1029
CMP900760,CUST102156,25/09/2023,,Escalated,29,BR1024
CMP900102,CUST102167,10/08/2023,Fees & Charges,Resolved,9,BR1020
CMP900426,CUST102467,02-Dec-2019,Mis-selling,In Progress,45,BR1005
CMP900600,CUST101515,11.09.2026,Card Issue,In Progress,25,BR1024
CMP900345,CUST100914,2019-12-09,Customer Service,Open,34,BR1021
CMP900380,CUST102044,21/03/2020,,In Progress,32,BR1007
CMP900766,CUST102985,07-12-2021,Card Issue,Open,43,BR1012
CMP900726,CUST102692,08.11.2022,Fraud,Escalated,25,BR1019
CMP900001,CUST101956,05-04-2020,Fraud,Escalated,9,BR1026
CMP900580,CUST102063,03/05/2026,Card Issue,Open,29,BR1017
CMP900861,CUST102255,02-09-2019,Customer Service,Resolved,26,BR1003
CMP900709,CUST102283,2019-07-10,Customer Service,Escalated,12,BR1018
CMP900164,CUST102019,07.07.2020,Customer Service,Resolved,20,BR1016
CMP900761,CUST101941,07-Feb-2020,Fees & Charges,Resolved,24,BR1016
CMP900473,CUST101603,2020-03-09,,Escalated,26,BR1006
CMP900249,CUST101986,21.06.2023,Fees & Charges,In Progress,18,BR1013
CMP900184,CUST101821,2021-04-02,Loan Issue,Resolved,1,BR1030
CMP900887,CUST101508,2024-12-26,Mis-selling,Escalated,6,BR1007
CMP900738,CUST100307,12-02-2026,Customer Service,In Progress,15,BR1019
CMP900136,CUST100875,08/05/2026,,In Progress,31,BR1026
CMP900885,CUST100215,2022-07-12,Account Closure,In Progress,25,BR1016
CMP900125,CUST100342,07.05.2020,Mis-selling,Open,1,BR1003
CMP900546,CUST100309,28.02.2023,Customer Service,In Progress,19,BR1003
CMP900786,CUST101212,2024-03-01,Fees & Charges,Escalated,8,BR1030
CMP900367,CUST100436,2019-09-30,Account Closure,Open,32,BR1028
CMP900635,CUST100135,2020-07-08,Customer Service,Escalated,41,BR1009
CMP900901,CUST100878,2019-08-30,Mis-selling,Open,16,BR1014
CMP900567,CUST100081,2024-10-30,Customer Service,Resolved,21,BR1028
CMP900877,CUST102915,11-Apr-2020,Mis-selling,Open,39,BR1007
CMP900435,CUST100690,22.07.2020,Fees & Charges,Resolved,18,BR1009
CMP900436,CUST103086,04-22-2024,Mis-selling,Open,29,BR1007
CMP900617,CUST101838,02-21-2026,Fees & Charges,Open,20,BR1005
CMP900090,CUST103107,11-Jan-2025,Account Closure,Open,33,BR1009
CMP900482,CUST101563,09-May-2019,Mis-selling,Escalated,1,BR1021
CMP900087,CUST100750,08-01-2026,Fraud,Resolved,17,BR1025
CMP900585,CUST100830,2025-12-26,Fees & Charges,Escalated,14,BR1005
CMP900568,CUST102158,05-Aug-2024,Mis-selling,Open,-3,BR1028
CMP900489,CUST100138,20/08/2026,Account Closure,Open,34,BR1002
CMP900862,CUST101132,15/11/2022,Loan Issue,Escalated,32,BR1005
CMP900721,CUST101892,15.06.2023,Account Closure,Open,24,BR1023
CMP900654,CUST101475,08/08/2020,Card Issue,In Progress,10,BR1008
CMP900774,CUST102578,28/10/2021,Account Closure,Open,45,BR1026
CMP900496,CUST101266,17/09/2021,Account Closure,Resolved,29,BR1010
CMP900892,CUST100475,07-Aug-2022,Mis-selling,In Progress,-9,BR1013
CMP900107,CUST102386,07-31-2020,Account Closure,In Progress,28,BR1018
CMP900701,CUST101169,03-02-2021,Fees & Charges,Resolved,19,BR1027
CMP900765,CUST100173,24.12.2019,Fraud,In Progress,32,BR1023
CMP900122,CUST102315,03-May-2025,Mis-selling,Open,26,BR1022
CMP900559,CUST102966,2021-03-16,Fees & Charges,Open,19,BR1031
CMP900240,CUST100149,14/12/2023,Account Closure,In Progress,25,BR1008
